,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE,Building_Age,YEAR_BUILD,YEAR OF SALES
184,KK Nagar,2203,2010-04-09,76,3,2,5,AbNormal,Yes,1988-09-09,Commercial,No Sewage,Paved,RL,572520,339934,17891240,21,1988,2010
185,Karapakkam,613,2010-01-06,81,1,1,2,Family,No,1980-08-06,Commercial,No Sewage,No Access,I,195491,66879,5144500,29,1980,2010
186,Adyar,738,2007-02-09,69,1,1,2,Partial,No,1989-06-09,Commercial,No Sewage,No Access,I,324194,8313,8312670,17,1989,2007
187,Karapakkam,1489,2011-03-01,177,2,2,4,Adj Land,No,1982-10-01,House,ELO,Gravel,RH,384348,200181,8007250,28,1982,2011
188,Karapakkam,795,2009-11-10,73,1,1,2,AbNormal,Yes,2000-10-13,House,No Sewage,Gravel,RM,254378,127189,8479250,9,2000,2009
189,Velachery,1909,2012-11-02,11,3,2,5,Family,Yes,1979-02-19,Others,All Pub,Gravel,A,303875,212712,10129160,33,1979,2012
190,Chrompet,1252,2011-12-10,190,2,1,4,Family,No,1999-10-15,House,All Pub,No Access,RM,265502,47411,9482200,12,1999,2011
191,Karapakkam,1077,2011-04-24,144,1,1,3,AbNormal,No,1978-02-05,Commercial,ELO,Paved,RM,305249,246169,9846750,33,1978,2011
192,KK Nagar,1524,2008-11-04,73,2,1,4,Normal Sale,No,1981-04-18,Others,No Sewage,Paved,RH,303654,208220,8675820,27,1981,2008
193,Chrompet,1049,2008-06-16,36,1,1,3,Partial,Yes,1997-06-19,House,ELO,Gravel,RM,328398,133412,10262450,10,1997,2008
194,Velachery,1780,2008-03-29,194,2,1,4,AbNormal,No,1953-12-04,Others,All Pub,Gravel,C,329500,130066,8671050,54,1953,2008
195,Chrompet,946,2008-10-18,14,1,1,3,Adj Land,No,1991-10-23,Commercial,ELO,No Access,RL,368463,111656,11165550,16,1991,2008
196,Chrompet,906,2008-11-18,116,1,1,3,Partial,Yes,1976-11-26,House,No Sewage,Gravel,RM,302874,28394,9464800,31,1976,2008
197,KK Nagar,2344,2010-11-25,71,4,2,6,AbNormal,No,1986-01-12,Commercial,No Sewage,Gravel,RM,622046,471247,18849880,24,1986,2010
198,Adyar,929,2009-08-18,76,1,1,3,Adj Land,Yes,1994-08-22,Others,No Sewage,Paved,RH,341295,75843,9480425,14,1994,2009
199,Anna Nagar,1843,2009-02-08,158,2,1,5,Adj Land,No,1994-06-08,House,ELO,No Access,RL,318884,147177,12264750,14,1994,2009
200,Anna Nagar,1918,2009-02-05,187,2,1,5,Partial,Yes,1974-11-05,Commercial,All Pub,Gravel,RL,809377,218751,21875050,34,1974,2009
201,KK Nagar,1507,2008-10-11,54,2,1,4,Normal Sale,Yes,1989-11-15,Commercial,All Pub,Paved,RH,636313,243694,13538580,18,1989,2008
202,KK Nagar,1499,2011-04-13,89,2,1,4,Family,No,2005-04-14,House,All Pub,Gravel,RH,372805,186403,8876320,5,2005,2011
203,KK Nagar,1526,2012-04-01,64,2,1,4,Normal Sale,Yes,1990-09-01,Commercial,All Pub,Paved,RH,518512,327481,13645040,21,1990,2012
204,Anna Nagar,1855,2009-01-26,82,2,1,5,AbNormal,Yes,1999-01-29,Commercial,No Sewage,Paved,RH,839848,188966,20996200,9,1999,2009
205,Karapakkam,1627,2011-05-25,39,2,2,4,Normal Sale,Yes,1981-01-06,Others,ELO,Paved,RH,308418,99782,9071125,30,1981,2011
206,Velachery,1846,2009-11-12,28,3,2,5,AbNormal,No,1970-12-21,House,All Pub,Gravel,RM,378554,129790,10815830,38,1970,2009
207,KK Nagar,2019,2010-06-10,65,3,2,5,AbNormal,Yes,1994-10-10,Others,No Sewage,Paved,RM,601718,230445,12802500,15,1994,2010
208,Karapakkam,1578,2011-04-18,153,2,2,4,Normal Sale,Yes,1998-04-21,Others,All Pub,Gravel,I,295508,238313,9532500,12,1998,2011
209,Velachery,1780,2008-05-16,115,2,1,4,Family,Yes,1983-05-23,Commercial,No Sewage,No Access,C,453788,173507,13346700,24,1983,2008
210,Karapakkam,662,2011-10-04,148,1,1,2,Partial,No,1973-04-19,Commercial,No Sewage,No Access,C,143765,65348,4356500,38,1973,2011
211,Chrompet,1005,2010-06-01,17,1,1,3,Family,No,1984-01-13,Commercial,No Sewage,Gravel,RL,355456,183857,12257100,26,1984,2010
212,Karapakkam,839,2010-09-27,102,1,1,2,Partial,No,1990-02-10,House,No Sewage,Paved,C,192724,49206,4100500,20,1990,2010
213,Anna Nagar,1698,2008-02-07,76,1,1,4,Partial,No,1974-11-07,House,All Pub,No Access,RM,403460,80692,11527430,33,1974,2008
214,Adyar,878,2008-12-05,16,1,1,3,Partial,Yes,1989-05-17,House,No Sewage,Paved,A,225847,6453,6452785,19,1989,2008
215,Chrompet,835,2008-09-07,77,1,1,3,Partial,Yes,1971-07-19,House,ELO,Paved,RM,227738,33739,8434750,37,1971,2008
216,Chrompet,911,2011-04-24,84,1,1,3,Partial,Yes,1978-02-05,Others,ELO,No Access,RH,245118,37139,7427820,33,1978,2011
217,Velachery,1796,2006-10-24,176,2,1,4,Adj Land,Yes,1956-05-11,House,ELO,No Access,RH,318687,118370,9105350,50,1956,2006
218,Karapakkam,1004,2009-10-25,182,1,1,3,Adj Land,No,1981-01-11,Others,ELO,No Access,C,193582,75544,4721500,28,1981,2009
219,Anna Nagar,1694,2009-12-16,86,1,1,4,Normal Sale,No,1982-12-23,Others,No Sewage,Paved,RL,377250,213775,12575010,26,1982,2009
220,Karapakkam,1244,2011-06-18,50,1,1,3,AbNormal,Yes,1980-06-25,Others,All Pub,Gravel,I,246535,143150,7952750,30,1980,2011
221,Karapakkam,588,2010-02-21,163,1,1,2,Partial,No,1986-02-27,Others,All Pub,Paved,RL,228220,57055,5705500,23,1986,2010
222,KK Nagar,2342,2011-02-04,69,4,2,6,Adj Land,Yes,2004-03-04,House,No Sewage,Paved,RL,567545,180582,12898740,6,2004,2011
223,Velachery,1835,2007-01-09,88,3,2,5,Normal Sale,No,1978-08-09,Others,All Pub,Paved,RL,418181,182284,10722580,28,1978,2007
224,Anna Nagar,1977,2007-12-17,84,2,1,5,Partial,Yes,1964-12-27,House,All Pub,Gravel,RL,423089,211544,14102960,42,1964,2007
225,KK Nagar,1961,2011-06-01,104,3,2,5,AbNormal,Yes,1996-10-01,Commercial,No Sewage,Gravel,RM,792581,387484,17612900,14,1996,2011
226,Velachery,1517,2004-04-24,82,2,1,4,Normal Sale,Yes,1992-04-27,House,No Sewage,No Access,A,257288,85763,7146890,11,1992,2004
227,KK Nagar,2409,2009-06-26,103,4,2,6,Partial,Yes,1984-02-07,Others,No Sewage,Gravel,RL,606442,242577,13476480,25,1984,2009
228,Velachery,1864,2005-03-16,187,3,2,5,Partial,No,1982-03-22,Commercial,ELO,Gravel,RH,528520,181207,15100560,22,1982,2005
229,Velachery,1643,2008-06-27,52,2,1,4,Family,Yes,1977-05-07,Commercial,All Pub,Paved,RM,577164,249584,15599020,31,1977,2008
230,Adyar,1015,2012-03-15,76,1,1,3,Family,Yes,2004-03-17,Commercial,No Sewage,No Access,C,370412,112246,11224620,7,2004,2012
231,Anna Nagar,1700,2009-10-12,135,1,1,4,Normal Sale,Yes,1977-12-18,Others,No Sewage,No Access,RH,424219,174679,12477040,31,1977,2009
232,Karapakkam,624,2010-03-25,34,1,1,2,Family,No,1979-02-04,Commercial,ELO,No Access,C,202228,92321,4396250,31,1979,2010
233,Chrompet,980,2008-08-05,84,1,1,3,Normal Sale,No,1991-05-13,Commercial,No Sewage,Paved,RL,380824,130908,11900750,17,1991,2008
234,Karapakkam,1003,2010-04-14,196,1,1,3,AbNormal,Yes,1990-04-19,Commercial,No Sewage,Gravel,RH,373330,161440,10090000,19,1990,2010
235,Adyar,1072,2009-05-29,66,1,1,3,Family,Yes,2003-05-31,House,No Sewage,No Access,A,264308,33038,6607690,5,2003,2009
236,Karapakkam,808,2010-01-23,119,1,1,2,Adj Land,No,1975-01-02,House,No Sewage,Gravel,C,161577,90293,4752250,35,1975,2010
237,Chrompet,1027,2011-01-14,131,1,1,3,Normal Sale,No,1990-01-19,House,ELO,Paved,RH,215799,44648,7441350,20,1990,2011
238,Karapakkam,696,2010-02-14,84,1,1,2,Normal Sale,No,1999-02-17,House,No Sewage,Gravel,RL,212561,77295,6441250,10,1999,2010
239,Velachery,1716,2010-02-13,86,2,1,4,Family,Yes,2002-02-15,House,ELO,Paved,RL,414394,155398,10359860,7,2002,2010
240,Velachery,1878,2011-12-04,18,3,2,5,Family,No,2005-04-13,Commercial,All Pub,Paved,C,573149,257917,14328720,6,2005,2011
241,KK Nagar,1699,2011-12-12,98,2,1,4,Normal Sale,Yes,1995-12-16,Others,No Sewage,Gravel,RL,457764,125885,11444100,15,1995,2011
242,KK Nagar,1626,2012-03-03,188,2,1,4,AbNormal,No,1988-09-03,House,All Pub,Paved,RM,348490,135524,9680280,23,1988,2012
243,KK Nagar,1730,2008-09-27,200,2,1,4,Normal Sale,No,1990-02-10,Commercial,No Sewage,Gravel,RL,589574,235830,14739360,18,1990,2008
244,Chrompet,996,2007-03-03,78,1,1,3,Family,No,1985-08-03,Others,ELO,Gravel,RL,295007,151974,8939620,21,1985,2007
245,Chrompet,1277,2014-10-29,111,2,1,4,Adj Land,Yes,1998-02-11,Commercial,All Pub,No Access,RM,518443,47131,15710400,16,1998,2014
246,Chrompet,906,2013-04-29,64,1,1,3,Normal Sale,No,1981-07-05,Commercial,No Sewage,Paved,RH,327251,30680,10226600,31,1981,2013
247,Anna Nagar,1976,2011-12-31,112,2,1,5,Partial,No,1972-10-01,House,No Sewage,Paved,RL,369002,110700,12300050,39,1972,2011
248,Velachery,1776,2010-09-06,120,2,1,4,Normal Sale,Yes,1989-06-14,House,No Sewage,Paved,RH,319653,89903,9989170,21,1989,2010
249,Karapakkam,1402,2011-08-01,112,2,2,4,Normal Sale,No,1981-01-15,House,No Sewage,Gravel,I,257761,111464,6966500,30,1981,2011
250,Chrompet,1160,2008-11-06,138,1,1,3,Adj Land,Yes,1978-06-19,Others,All Pub,No Access,RH,255525,104103,9463900,30,1978,2008
251,Velachery,1957,2006-03-17,134,3,2,5,Normal Sale,Yes,1981-03-23,Commercial,ELO,No Access,I,547180,243191,15199450,24,1981,2006
252,T Nagar,1887,2012-02-17,48,2,1,5,Adj Land,No,1992-02-22,Commercial,No Sewage,No Access,RL,573985,348491,20499450,19,1992,2012
253,Velachery,1859,2008-08-12,142,3,2,5,Normal Sale,Yes,1960-12-20,House,ELO,Paved,RH,297756,138953,9925210,47,1960,2008
254,Chrompet,747,2006-12-21,168,1,1,2,Family,Yes,2001-12-22,Commercial,All Pub,No Access,RM,336707,157130,11223550,4,2001,2006
255,Adyar,985,2009-04-21,159,1,1,3,Partial,Yes,2002-04-23,House,No Sewage,Paved,C,265662,44277,7379505,6,2002,2009
256,Chrompet,1024,2012-11-11,77,1,1,3,Normal Sale,Yes,1996-11-15,Commercial,All Pub,No Access,RH,302285,108823,12091400,15,1996,2012
257,Velachery,1600,2009-12-17,148,2,1,4,Family,Yes,1984-12-23,Others,ELO,Paved,RL,315906,94772,10530200,24,1984,2009
258,Chrompet,1276,2013-10-10,141,2,1,4,Normal Sale,No,1977-10-19,Others,No Sewage,Paved,RL,316936,163270,9604120,35,1977,2013
259,Chrompet,1159,2010-06-20,90,1,1,3,Family,Yes,1974-06-29,House,ELO,Gravel,RH,253758,108754,9062800,35,1974,2010
260,Karapakkam,1024,2012-03-03,142,1,1,3,AbNormal,Yes,1962-03-16,House,No Sewage,No Access,C,166198,94970,4748500,49,1962,2012
261,Adyar,1249,2010-04-08,93,2,2,4,Adj Land,No,1991-09-08,Commercial,No Sewage,Paved,A,417195,176992,12642285,18,1991,2010
262,Chrompet,839,2010-12-17,175,1,1,3,Normal Sale,Yes,1994-12-21,Others,All Pub,Gravel,RH,255008,72859,9107430,15,1994,2010
263,Chrompet,1286,2007-08-16,105,2,1,4,AbNormal,No,1973-08-24,House,All Pub,No Access,RM,292906,118993,9153300,33,1973,2007
264,KK Nagar,2467,2011-02-10,69,4,2,6,Adj Land,No,1995-06-10,House,All Pub,Gravel,RL,581942,139160,12650920,15,1995,2011
265,Karapakkam,653,2010-06-18,121,1,1,2,Adj Land,No,1995-06-22,Commercial,ELO,No Access,RM,297775,160340,7635250,14,1995,2010
266,Karapakkam,606,2010-01-16,4,1,1,2,Family,Yes,1993-01-20,Others,No Sewage,Gravel,RM,353430,117810,7854000,16,1993,2010
267,T Nagar,1837,2007-05-03,81,2,1,5,Adj Land,Yes,1978-12-03,House,ELO,No Access,RL,488298,105578,13197230,28,1978,2007
268,Velachery,1880,2011-10-14,95,3,2,5,Family,Yes,1965-10-25,Commercial,No Sewage,No Access,C,437429,109357,13669670,45,1965,2011
269,KK Nagar,2189,2011-02-04,1,3,2,5,Adj Land,Yes,1988-07-04,Commercial,All Pub,Gravel,RH,547496,456247,18249860,22,1988,2011
270,Velachery,1853,2007-04-22,123,3,2,5,Adj Land,Yes,1958-04-05,Commercial,No Sewage,Paved,C,588293,279439,14707330,49,1958,2007
271,Chrompet,1057,2014-06-30,200,1,1,3,Normal Sale,No,1997-04-07,Others,All Pub,Paved,RL,228621,27435,9144840,17,1997,2014
272,Adyar,723,2007-01-31,49,1,1,2,Family,No,1979-07-02,Commercial,ELO,Gravel,RM,329098,142609,10969920,27,1979,2007
273,T Nagar,1812,2010-01-15,100,2,1,5,Family,No,1966-01-26,Others,ELO,No Access,RL,440951,232724,12248640,43,1966,2010
274,T Nagar,1788,2008-06-07,145,1,1,4,Adj Land,Yes,1991-11-07,Others,ELO,No Access,RL,426755,156477,14225180,16,1991,2008
275,Velachery,1615,2004-03-11,31,2,1,4,AbNormal,No,1985-08-11,House,ELO,Paved,I,288694,128308,8019280,18,1985,2004
276,Anna Nagar,1755,2014-10-03,85,1,1,4,Adj Land,No,1971-03-21,House,No Sewage,No Access,RL,308078,182565,11410310,43,1971,2014
277,Adyar,1296,2008-04-21,25,2,2,4,Family,No,1988-04-26,House,All Pub,No Access,RM,338320,49753,9950600,19,1988,2008
278,KK Nagar,1554,2010-05-22,18,2,1,4,AbNormal,Yes,2004-05-23,House,No Sewage,Paved,RL,479055,229547,9980320,5,2004,2010
279,Anna Nagar,1737,2014-09-15,71,1,1,4,Adj Land,Yes,2005-09-17,House,All Pub,Gravel,RL,385905,214392,14292780,8,2005,2014
280,Karapakkam,785,2009-09-15,116,1,1,2,Family,Yes,1997-09-18,Others,All Pub,No Access,I,207104,86293,5752875,11,1997,2009
281,Karapakkam,1678,2011-08-03,70,2,2,4,Partial,Yes,1976-03-16,Commercial,No Sewage,Gravel,C,475330,202015,11883250,35,1976,2011
282,KK Nagar,2360,2011-03-23,171,4,2,6,Normal Sale,Yes,2002-03-25,Commercial,No Sewage,Paved,RM,693566,495405,19816180,8,2002,2011
283,KK Nagar,1464,2010-07-27,2,2,1,4,Family,Yes,1982-03-08,Others,No Sewage,Paved,RH,394575,131525,9394640,28,1982,2010
284,KK Nagar,1632,2011-02-22,156,2,1,4,Partial,Yes,1992-02-27,Others,All Pub,Gravel,RH,514815,262661,10506420,18,1992,2011
285,Velachery,1755,2006-06-09,103,2,1,4,AbNormal,Yes,1980-12-09,Others,ELO,No Access,C,332987,61340,8762820,25,1980,2006
286,Velachery,1556,2009-08-29,105,2,1,4,Partial,No,1989-03-09,Others,No Sewage,Paved,RL,289791,130873,9348100,20,1989,2009
287,Adyar,1170,2011-09-29,120,1,1,3,Adj Land,No,1975-08-10,House,No Sewage,Gravel,RH,337985,18269,9134740,36,1975,2011
288,Adyar,901,2006-12-10,106,1,1,3,Partial,No,1969-10-21,Others,All Pub,Gravel,I,267514,84076,7643255,37,1969,2006
289,Karapakkam,1160,2009-09-26,184,1,1,3,Partial,Yes,1990-01-10,Commercial,No Sewage,Gravel,A,426540,222156,8886250,19,1990,2009
290,Karapakkam,1570,2010-02-17,170,2,2,4,Family,Yes,2002-02-19,House,No Sewage,No Access,A,243466,128140,6407000,7,2002,2010
291,Karapakkam,1476,2011-10-26,167,2,2,4,AbNormal,No,1979-03-11,Commercial,No Sewage,Paved,RL,576800,126896,11536000,32,1979,2011
292,Karapakkam,586,2012-03-20,190,1,1,2,Family,Yes,1993-03-25,Others,ELO,Paved,I,255984,85328,5333000,18,1993,2012
293,Karapakkam,1059,2010-06-25,110,1,1,3,Normal Sale,Yes,1977-03-07,House,All Pub,Paved,RL,306121,188382,7849250,33,1977,2010
294,T Nagar,1712,2011-08-13,1,1,1,4,AbNormal,Yes,2005-08-14,House,No Sewage,Gravel,RL,372538,262157,13797720,5,2005,2011
295,Adyar,847,2007-12-23,7,1,1,3,Partial,No,1968-02-01,Others,No Sewage,Gravel,RH,284707,14985,7492300,39,1968,2007
296,Karapakkam,1192,2011-10-26,152,1,1,3,Family,No,1988-10-31,House,No Sewage,No Access,I,235059,101503,5342250,22,1988,2011
297,Velachery,1942,2006-09-04,126,3,2,5,Partial,Yes,1981-04-15,Commercial,All Pub,No Access,RL,583655,324253,16212650,25,1981,2006
298,Karapakkam,557,2009-09-20,105,1,1,2,Family,Yes,1992-09-24,Others,ELO,No Access,I,183695,94203,4710125,16,1992,2009
299,Velachery,1728,2009-06-21,123,2,1,4,Normal Sale,Yes,1990-06-26,Commercial,ELO,Gravel,I,461853,283071,14898480,18,1990,2009
300,Velachery,1798,2008-06-12,23,2,1,4,Family,Yes,1979-12-14,Commercial,All Pub,Gravel,RM,511811,204725,17060380,28,1979,2008
301,Karapakkam,1497,2011-07-11,24,2,2,4,Partial,Yes,1976-11-15,House,All Pub,Gravel,A,311929,76249,6931750,34,1976,2011
302,Chrompet,1173,2009-04-15,27,1,1,3,Normal Sale,Yes,1977-04-23,House,No Sewage,No Access,RH,262285,24589,8196400,31,1977,2009
303,Anna Nagar,1640,2013-08-03,198,1,1,4,Partial,Yes,1977-03-17,Commercial,No Sewage,No Access,RH,495731,318684,17704670,36,1977,2013
304,KK Nagar,1747,2009-05-01,82,2,1,4,Partial,Yes,1992-10-01,Others,No Sewage,Paved,RL,377464,161770,10784680,16,1992,2009
305,Karapakkam,1342,2010-04-01,183,2,2,4,AbNormal,Yes,1967-01-15,Commercial,ELO,No Access,I,287828,211074,9594250,43,1967,2010
306,T Nagar,2000,2007-10-17,31,2,1,5,Adj Land,No,1980-10-23,House,No Sewage,No Access,RM,435100,95178,13596890,26,1980,2007
307,Velachery,1987,2006-04-16,158,3,2,5,Family,No,1995-04-19,Others,No Sewage,Gravel,RH,423940,167345,11156320,10,1995,2006
308,Karapakkam,1567,2009-04-11,2,2,2,4,Family,No,1992-08-11,Others,All Pub,Gravel,C,247228,193147,7725875,16,1992,2009
309,Karapakkam,1188,2011-09-01,187,1,1,3,Partial,No,1977-01-17,Commercial,All Pub,No Access,RM,373141,186571,9819500,34,1977,2011
310,Adyar,737,2010-11-24,12,1,1,2,Family,No,1978-02-12,House,No Sewage,No Access,A,123814,54169,3869180,32,1978,2010
311,Karapakkam,785,2010-07-16,63,1,1,2,Adj Land,Yes,1997-07-19,Others,No Sewage,Paved,C,251663,93642,5852625,12,1997,2010
312,KK Nagar,2078,2011-06-22,13,3,2,5,AbNormal,No,1990-06-27,House,No Sewage,Paved,RH,475144,106665,9696820,20,1990,2011
313,Adyar,647,2007-12-07,45,1,1,2,Family,Yes,1997-07-14,Commercial,All Pub,No Access,RH,373407,76596,9574550,10,1997,2007
314,Karapakkam,1171,2009-11-21,111,1,1,3,Adj Land,Yes,1993-11-25,Others,All Pub,No Access,A,256310,134258,6102625,15,1993,2009
315,KK Nagar,2435,2009-08-03,124,4,2,6,Partial,Yes,1991-03-13,Commercial,No Sewage,Gravel,RM,850347,364434,20246360,18,1991,2009
316,Velachery,1805,2006-05-03,29,3,2,5,Adj Land,Yes,1990-09-03,Commercial,All Pub,Paved,RL,643358,237027,16930470,15,1990,2006
317,Karapakkam,1145,2009-10-16,38,1,1,3,Normal Sale,No,1992-10-20,House,All Pub,Gravel,A,264492,82654,5510250,16,1992,2009
318,Karapakkam,971,2011-04-11,15,1,1,3,Normal Sale,No,1983-11-11,House,All Pub,Paved,RL,287342,156732,6530500,27,1983,2011
319,Karapakkam,1657,2009-07-10,78,2,2,4,AbNormal,Yes,1970-10-17,Others,No Sewage,Gravel,RL,507356,223237,10147125,38,1970,2009
320,Velachery,1638,2007-09-21,16,2,1,4,Adj Land,Yes,2002-09-22,House,No Sewage,No Access,RH,300883,116471,9705900,4,2002,2007
321,Adyar,1284,2010-01-19,141,2,2,4,Normal Sale,Yes,2005-01-20,Commercial,ELO,Paved,RL,531547,225505,16107475,4,2005,2010
322,Adyar,1273,2011-04-09,66,2,2,4,AbNormal,No,2005-05-09,Others,ELO,No Access,A,231002,96872,7451690,5,2005,2011
323,Chrompet,1185,2013-10-09,188,1,1,3,Normal Sale,Yes,1993-09-15,House,ELO,Gravel,RL,264238,111793,10163000,20,1993,2013
324,T Nagar,1538,2009-04-20,161,1,1,4,Family,Yes,2004-04-21,Commercial,No Sewage,Gravel,RL,678193,368162,19376950,4,2004,2009
325,KK Nagar,1929,2008-04-10,84,3,2,5,Normal Sale,No,1978-12-10,Others,All Pub,Paved,RH,447655,81392,10173980,29,1978,2008
326,KK Nagar,1656,2011-01-13,30,2,1,4,AbNormal,Yes,1996-01-17,House,No Sewage,Paved,RM,392764,163652,10910100,14,1996,2011
327,Adyar,1287,2010-02-19,9,2,2,4,Family,Yes,1995-02-23,Commercial,No Sewage,Gravel,I,585531,135123,15013625,14,1995,2010
328,T Nagar,1749,2011-10-02,118,1,1,4,AbNormal,No,1979-02-18,Others,No Sewage,No Access,RH,374829,152274,11713410,32,1979,2011
329,Anna Nagar,1585,2012-11-25,188,1,1,4,Family,No,1995-11-30,Commercial,All Pub,No Access,RL,469335,104297,17382790,16,1995,2012
330,T Nagar,1962,2011-02-07,180,2,1,5,Normal Sale,Yes,1977-10-07,Others,No Sewage,Paved,RM,412438,222082,15862990,33,1977,2011
331,KK Nagar,1425,2009-11-06,106,2,1,4,Normal Sale,No,1995-06-15,House,No Sewage,Paved,RL,303705,69418,8677280,14,1995,2009
332,Karapakkam,884,2010-01-31,11,1,1,2,Normal Sale,Yes,1984-07-02,Commercial,No Sewage,Paved,I,323018,132520,8282500,25,1984,2010
333,Chrompet,1052,2014-06-22,159,1,1,3,Normal Sale,No,2004-06-24,Others,No Sewage,No Access,RH,261582,103048,7926740,9,2004,2014
334,T Nagar,1756,2014-12-12,12,1,1,4,Partial,No,1983-12-20,House,No Sewage,Gravel,RL,483743,133029,12093570,30,1983,2014
335,Karapakkam,523,2011-01-09,148,1,1,2,AbNormal,Yes,1973-10-09,House,All Pub,Gravel,RM,295600,118240,7390000,37,1973,2011
336,Velachery,1524,2010-06-30,33,2,1,4,Family,Yes,1988-05-07,Others,No Sewage,Paved,RM,431078,187906,11053290,22,1988,2010
337,T Nagar,1949,2013-09-14,137,2,1,5,Partial,Yes,1970-09-25,Others,No Sewage,No Access,RM,448413,216974,14464930,42,1970,2013
338,Chrompet,1263,2010-11-27,61,2,1,4,Adj Land,No,1988-02-12,Others,No Sewage,Gravel,RL,276562,127644,10637010,22,1988,2010
339,KK Nagar,1917,2009-07-25,106,3,2,5,Family,Yes,1991-07-30,House,All Pub,Paved,RL,342425,276149,11045960,17,1991,2009
340,KK Nagar,1401,2009-01-31,100,2,1,4,Partial,No,1989-05-02,House,No Sewage,Paved,RH,370510,148204,7410200,19,1989,2009
341,Chrompet,723,2015-01-25,8,1,1,2,Family,No,1998-01-29,Others,All Pub,Gravel,RM,242084,77813,8645860,16,1998,2015
342,T Nagar,1660,2008-09-15,156,1,1,4,Normal Sale,No,1971-09-25,Commercial,No Sewage,Paved,RH,551420,249028,17787740,36,1971,2008
343,Chrompet,895,2012-01-15,191,1,1,3,Partial,Yes,2007-01-16,House,ELO,Gravel,RH,255443,93662,8514750,4,2007,2012
344,Anna Nagar,1889,2009-05-05,160,2,1,5,Partial,Yes,1964-05-16,House,ELO,Gravel,RM,387549,83046,13841050,44,1964,2009
345,Chrompet,1199,2010-10-24,187,1,1,3,Adj Land,No,1985-10-30,Others,No Sewage,Paved,RH,229015,27482,9160580,24,1985,2010
346,Karapakkam,782,2012-01-26,95,1,1,2,Adj Land,Yes,1998-01-29,Commercial,All Pub,No Access,I,319575,132507,7794500,13,1998,2012
347,Anna Nagar,1571,2012-08-21,124,1,1,4,Partial,Yes,1987-08-28,Others,No Sewage,Paved,RL,388396,64733,12946530,24,1987,2012
348,KK Nagar,1848,2011-07-05,178,3,2,5,Normal Sale,Yes,1987-05-13,Commercial,No Sewage,Paved,RL,540032,381199,15883280,24,1987,2011
349,Chrompet,1131,2010-10-28,64,1,1,3,Adj Land,Yes,1990-02-11,Others,No Sewage,No Access,RL,292600,121076,10089670,20,1990,2010
350,Karapakkam,1062,2012-09-02,15,1,1,3,Adj Land,Yes,1991-02-14,House,All Pub,No Access,A,170744,112051,5335750,21,1991,2012
351,KK Nagar,1983,2010-05-28,148,3,2,5,Adj Land,Yes,1986-03-06,House,All Pub,Paved,RM,485075,254664,12126880,24,1986,2010
352,Velachery,1572,2007-08-14,1,2,1,4,Adj Land,No,1987-08-19,House,No Sewage,Gravel,C,285791,65324,8165450,19,1987,2007
353,Anna Nagar,1535,2007-03-08,149,1,1,4,Family,No,1975-11-08,Others,ELO,Gravel,RH,298603,206725,11484740,31,1975,2007
354,T Nagar,1818,2007-05-17,193,2,1,5,Normal Sale,Yes,1975-05-25,Commercial,No Sewage,Gravel,RM,682767,154173,22024740,31,1975,2007
355,KK Nagar,1484,2011-09-04,54,2,1,4,Partial,Yes,1984-04-15,Others,No Sewage,Gravel,RH,302902,224733,9771020,27,1984,2011
356,KK Nagar,2189,2009-10-16,60,3,2,5,Adj Land,No,1994-10-20,Others,No Sewage,Gravel,RH,470803,253509,12071880,14,1994,2009
357,Chrompet,1203,2014-12-25,171,2,1,4,Partial,No,1997-12-29,Commercial,All Pub,No Access,RL,426543,219734,12925550,16,1997,2014
358,KK Nagar,1610,2009-07-12,140,2,1,4,Partial,Yes,1985-12-13,Commercial,All Pub,Gravel,RM,677049,292362,15387480,23,1985,2009
359,Adyar,863,2010-02-13,26,1,1,3,AbNormal,Yes,2003-02-15,House,No Sewage,Paved,A,199110,59733,6637005,6,2003,2010
360,Karapakkam,985,2011-05-23,61,1,1,3,Partial,No,1991-05-28,Others,All Pub,Gravel,RL,238300,59575,7446875,19,1991,2011
361,Karapakkam,1623,2012-03-18,47,2,2,4,AbNormal,No,1974-03-28,Commercial,All Pub,Paved,RH,489657,291463,11658500,37,1974,2012
362,Adyar,1019,2010-05-07,153,1,1,3,Partial,No,1981-12-07,House,ELO,Gravel,C,213230,26654,6663435,28,1981,2010
363,Karapakkam,1575,2010-02-07,4,2,2,4,Family,Yes,2001-04-07,House,No Sewage,Paved,RM,455136,227568,9894250,8,2001,2010
364,Chrompet,802,2007-09-07,161,1,1,3,AbNormal,No,1998-11-07,Others,No Sewage,No Access,RM,262960,47811,7968490,8,1998,2007
365,T Nagar,1846,2007-06-24,190,2,1,5,Normal Sale,No,1973-02-07,Others,No Sewage,No Access,RH,446535,173653,12403760,34,1973,2007
